Id,LotFrontage,LotArea,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,YrSold,SalePrice
243,63,5000,1900,1950,540,889,551,1440,0,0,1,0,3,1,6,0,1,352,Y,0,0,2006,79000
244,75,10762,1980,1980,626,626,591,1217,0,0,1,1,3,1,6,1,1,288,Y,0,28,2009,120000
245,NA,8880,1994,2002,948,1222,888,2110,1,0,2,1,3,1,8,2,2,463,Y,0,130,2010,205000
246,80,10400,1988,1988,1845,1872,0,1872,0,1,2,0,3,1,6,1,2,604,Y,197,39,2006,241500
247,69,9142,1910,1950,1020,908,1020,1928,0,0,2,0,4,2,9,0,1,440,Y,0,60,2006,137000
248,75,11310,1954,1954,1367,1375,0,1375,0,0,1,0,2,1,5,1,2,451,Y,0,30,2006,140000
249,72,11317,2003,2003,840,840,828,1668,0,0,2,1,3,1,8,0,2,500,Y,144,68,2007,180000
250,NA,159000,1958,2006,1444,1444,700,2144,0,1,2,0,4,1,7,2,2,389,Y,0,98,2007,277000
251,55,5350,1940,1966,728,1306,0,1306,0,0,1,0,3,1,6,0,0,0,Y,263,0,2010,76500
252,44,4750,2006,2007,1573,1625,0,1625,1,1,2,0,2,1,5,1,2,538,Y,123,0,2007,235000
253,65,8366,2004,2004,798,798,842,1640,0,0,2,1,3,1,6,0,2,520,Y,138,45,2008,173000
254,85,9350,1964,1991,1302,1302,0,1302,0,1,2,0,3,1,7,0,1,309,Y,333,0,2007,158000
255,70,8400,1957,1957,1314,1314,0,1314,1,0,1,0,3,1,5,0,1,294,Y,250,0,2010,145000
256,66,8738,1999,1999,975,1005,1286,2291,0,0,2,1,4,1,8,1,2,429,Y,192,0,2006,230000
257,64,8791,2003,2003,864,864,864,1728,0,0,2,1,3,1,7,0,2,673,Y,216,56,2008,207500
258,68,8814,2006,2006,1604,1604,0,1604,1,0,2,1,3,1,8,1,2,660,Y,123,110,2009,220000
259,80,12435,2001,2001,963,963,829,1792,0,0,2,1,3,1,7,1,2,564,Y,0,96,2008,231500
260,70,12702,1956,1956,0,882,0,882,0,0,1,0,2,1,4,0,1,308,Y,0,45,2008,97000
261,120,19296,1962,1962,1362,1382,0,1382,1,0,1,0,3,1,6,1,2,884,Y,0,0,2009,176000
262,69,9588,2007,2007,1482,1482,1092,2574,0,0,2,1,3,1,10,1,3,868,Y,0,148,2007,276000
263,88,8471,1977,1995,506,1212,0,1212,1,0,1,0,3,1,6,1,2,492,Y,292,12,2006,151000
264,50,5500,1929,2001,926,926,0,1316,1,0,1,0,3,1,6,0,2,484,Y,0,0,2010,130000
265,30,5232,1925,2004,680,764,0,764,0,0,1,0,2,1,4,0,2,504,N,0,0,2008,73000
266,78,12090,1981,1981,1422,1422,0,1422,0,0,2,0,3,1,7,1,2,576,Y,276,0,2008,175500
267,70,11207,1997,1997,802,802,709,1511,1,0,2,1,3,1,8,1,2,413,Y,95,75,2006,185000
268,60,8400,1939,1997,720,1052,720,2192,0,0,2,1,4,1,8,1,1,240,Y,262,24,2008,179500
269,71,6900,1940,1955,740,778,0,778,0,0,1,0,2,1,4,1,1,924,Y,0,25,2008,120500
270,NA,7917,1976,1976,1143,1113,0,1113,1,0,1,1,3,1,6,1,1,504,Y,370,30,2007,148000
271,84,10728,2006,2006,1095,1095,844,1939,0,0,2,1,3,1,8,1,3,1053,Y,192,51,2006,266000
272,73,39104,1954,2005,1385,1363,0,1363,1,0,1,0,2,1,5,2,2,439,Y,81,0,2008,241500
273,92,11764,1999,2007,1152,1164,1106,2270,0,0,2,1,4,1,9,1,3,671,Y,132,57,2010,290000
274,80,9600,1958,1988,1240,1632,0,1632,1,0,2,0,3,1,6,1,1,338,Y,289,0,2009,139000
275,76,8314,1982,1982,816,816,0,816,0,0,1,0,2,1,5,0,1,264,Y,168,0,2007,124500
276,55,7264,1925,2007,952,952,596,1548,0,0,2,1,3,1,5,0,2,672,Y,74,0,2009,205000
277,129,9196,2003,2003,1560,1560,0,1560,0,0,2,0,3,1,7,0,2,573,Y,100,150,2010,201000
278,140,19138,1951,1951,864,864,0,864,0,0,1,0,2,1,4,0,2,400,Y,0,0,2010,141000
279,107,14450,2006,2007,2121,2121,0,2121,0,0,2,1,3,1,8,1,3,732,Y,124,98,2007,415298
280,83,10005,1977,1977,1160,1156,866,2022,0,0,2,1,4,1,8,1,2,505,Y,288,117,2008,192000
281,82,11287,1989,1989,807,1175,807,1982,0,0,2,1,3,1,7,1,2,575,Y,0,84,2007,228500
282,60,7200,2006,2006,1262,1262,0,1262,0,0,2,0,2,1,5,0,2,572,Y,0,120,2006,185000
283,34,5063,2007,2008,1314,1314,0,1314,1,0,2,0,2,1,6,1,2,626,Y,172,62,2009,207500
284,74,9612,2008,2009,1468,1468,0,1468,0,0,2,0,3,1,6,1,3,898,Y,210,150,2009,244600
285,50,8012,1992,1992,1575,1575,0,1575,1,0,2,0,2,1,5,0,2,529,Y,0,0,2007,179200
286,35,4251,2006,2007,625,625,625,1250,0,0,2,1,2,1,5,0,2,528,Y,0,54,2007,164700
287,77,9786,1962,1981,912,1085,649,1734,0,0,1,1,3,1,7,1,2,440,Y,0,0,2006,159000
288,NA,8125,1971,1971,858,858,0,858,0,0,1,0,3,1,5,0,0,0,Y,0,0,2006,88000
289,NA,9819,1967,1967,882,900,0,900,0,0,1,0,3,1,5,0,1,280,Y,0,0,2010,122000
290,60,8730,1915,2003,698,698,698,1396,0,0,1,0,3,1,7,0,1,384,Y,0,0,2007,153575
291,120,15611,2006,2006,1079,1079,840,1919,0,0,2,1,3,1,8,1,2,685,Y,0,51,2006,233230
292,55,5687,1912,2000,780,936,780,1716,1,0,2,0,6,1,9,0,0,0,N,0,184,2008,135900
293,60,11409,1949,2008,768,1148,568,1716,0,0,1,1,3,1,8,1,1,281,Y,0,0,2009,131000
294,NA,16659,1977,1994,795,1468,795,2263,1,0,2,1,3,1,9,1,2,539,Y,0,250,2006,235000
295,80,9600,1953,1953,1416,1644,0,1644,1,0,1,0,3,1,7,2,2,418,Y,110,0,2009,167000
296,37,7937,1984,1984,1003,1003,0,1003,1,0,1,0,3,1,6,0,2,588,Y,120,0,2006,142500
297,75,13710,1950,1950,910,910,648,1558,0,0,1,1,4,1,6,0,1,282,Y,289,0,2007,152000
298,66,7399,1997,1998,975,975,975,1950,0,0,2,1,3,1,7,1,2,576,Y,0,10,2007,239000
299,90,11700,1968,1968,702,1041,702,1743,0,1,1,2,3,1,7,1,2,539,Y,224,0,2007,175000
300,80,14000,1950,2004,1092,1152,0,1152,0,1,1,0,3,1,6,1,1,300,Y,0,36,2009,158500
301,90,15750,1953,1953,1165,1336,0,1336,1,0,1,0,2,1,5,2,1,375,Y,0,0,2006,157000
302,66,16226,1998,1999,1028,1210,1242,2452,0,0,2,1,4,1,9,1,2,683,Y,208,50,2007,267000
303,118,13704,2001,2002,1541,1541,0,1541,0,0,2,0,3,1,6,1,3,843,Y,468,81,2006,205000
304,70,9800,1972,1972,894,894,0,894,1,0,1,0,3,1,5,0,2,552,Y,256,0,2006,149900
305,87,18386,1880,2002,1470,1675,1818,3493,0,0,3,0,3,1,10,1,3,870,Y,302,0,2008,295000
306,80,10386,2004,2005,2000,2000,0,2000,1,0,2,0,3,1,8,0,3,888,Y,168,0,2007,305900
307,116,13474,1990,1991,700,1122,1121,2243,1,0,2,1,4,1,8,1,3,746,Y,127,44,2007,225000
308,NA,7920,1920,1950,319,1035,371,1406,0,0,1,0,3,1,6,0,0,0,N,0,144,2008,89500
309,NA,12342,1940,1950,861,861,0,861,0,0,1,0,1,1,4,0,2,539,Y,158,0,2009,82500
310,90,12378,2003,2004,1896,1944,0,1944,1,0,2,0,3,1,8,3,3,708,Y,208,175,2006,360000
311,NA,7685,1993,1994,697,697,804,1501,0,0,2,1,3,1,6,1,2,420,Y,190,63,2006,165600
312,50,8000,1948,2002,972,972,0,972,1,0,1,0,2,1,5,1,1,240,Y,0,0,2009,132000
313,65,7800,1939,1950,793,793,325,1118,1,0,1,0,3,1,5,1,2,410,Y,0,0,2006,119900
314,150,215245,1965,1965,2136,2036,0,2036,2,0,2,0,3,1,8,2,2,513,Y,0,0,2009,375000
315,60,9600,1925,1990,728,832,809,1641,0,1,1,1,3,1,6,1,2,546,Y,0,0,2006,178000
316,71,7795,2004,2005,716,716,716,1432,1,0,2,1,3,1,6,1,2,432,Y,100,51,2009,188500
317,94,13005,1980,1980,845,1153,1200,2353,1,0,2,1,4,1,10,1,2,484,Y,288,195,2009,260000
318,75,9000,2006,2006,1088,1088,871,1959,0,0,2,1,3,1,8,1,3,1025,Y,208,46,2007,270000
319,90,9900,1993,1993,1347,1372,1274,2646,1,0,2,1,4,1,9,1,3,656,Y,340,60,2009,260000
320,NA,14115,1980,1980,1372,1472,0,1472,1,0,2,0,3,1,6,2,2,588,Y,233,48,2009,187500
321,111,16259,2006,2006,1249,1249,1347,2596,0,0,3,1,4,1,9,0,3,840,Y,240,154,2006,342643
322,99,12099,2004,2004,1136,1136,1332,2468,1,0,2,1,4,1,10,1,3,872,Y,184,154,2007,354000
323,86,10380,1986,1987,1502,1553,1177,2730,1,0,2,1,4,1,8,1,2,576,Y,201,96,2007,301000
324,49,5820,1955,2005,1162,1163,0,1163,1,0,1,0,3,1,6,0,1,220,Y,142,98,2006,126175
325,96,11275,1967,2007,710,1898,1080,2978,0,0,2,1,5,1,11,1,2,564,Y,240,0,2010,242000
326,50,5000,1941,1950,720,803,0,803,0,0,1,0,2,1,5,0,2,360,Y,0,0,2007,87000
327,32,10846,1993,1993,1719,1719,0,1719,2,0,1,1,1,1,6,2,2,473,Y,122,30,2008,324000
328,80,11600,1960,1960,1383,1383,0,1383,0,0,1,1,3,1,7,0,1,292,Y,0,45,2006,145250
329,NA,11888,1916,1994,844,1445,689,2134,0,0,2,0,5,1,10,0,2,441,Y,0,60,2009,214500
330,60,6402,1920,1950,596,596,596,1192,0,0,1,0,3,1,6,0,1,189,N,0,0,2009,78000
331,NA,10624,1964,1964,1728,1728,0,1728,0,1,2,0,6,2,10,0,1,352,Y,155,0,2007,119000
332,70,8176,1958,1992,1056,1056,0,1056,1,0,1,0,3,1,6,0,1,308,Y,0,0,2007,139000
333,85,10655,2003,2004,3206,1629,0,1629,1,0,2,0,3,1,7,1,3,880,Y,0,0,2009,284000
334,59,8198,2004,2004,1358,1358,0,1358,1,0,2,0,2,1,6,1,2,484,Y,192,30,2008,207000
335,59,9042,1998,1998,943,943,695,1638,1,0,2,1,3,1,7,2,2,472,Y,100,38,2008,192000
336,NA,164660,1965,1965,1499,1619,167,1786,2,0,2,0,3,1,7,2,2,529,Y,670,0,2008,228950
337,86,14157,2005,2006,1922,1922,0,1922,1,0,2,0,3,1,8,1,3,676,Y,178,51,2007,377426
338,70,9135,2002,2003,1536,1536,0,1536,1,0,2,0,3,1,7,0,2,532,Y,192,74,2008,214000
339,91,14145,1984,1998,1208,1621,0,1621,1,0,2,0,3,1,8,0,2,440,Y,108,45,2006,202500
340,66,12400,1958,1998,1215,1215,0,1215,0,0,1,0,3,1,6,0,1,297,Y,0,0,2009,155000
341,85,14191,2002,2002,967,993,915,1908,0,0,2,1,4,1,9,0,2,431,Y,135,0,2010,202900
342,60,8400,1950,1950,721,841,0,841,0,0,1,0,2,1,4,0,1,294,N,250,0,2009,82000
343,NA,8544,1949,1950,0,1040,0,1040,0,0,2,0,2,2,6,0,2,400,Y,0,0,2006,87500
344,63,8849,2005,2005,1684,1684,0,1684,0,0,2,0,2,1,6,1,2,564,Y,495,72,2008,266000
345,36,2592,1976,1976,536,536,576,1112,0,0,1,1,3,1,4,0,1,336,Y,182,0,2010,85000
346,65,6435,1939,1950,972,972,605,1577,0,0,1,0,3,1,6,1,1,312,Y,0,0,2006,140200
347,NA,12772,1960,1998,958,958,0,958,0,0,1,0,2,1,5,0,1,301,Y,0,0,2007,151500
348,NA,17600,1960,1960,1478,1478,0,1478,1,0,2,0,3,1,6,2,2,498,Y,0,40,2009,157500
349,36,2448,2003,2004,764,764,862,1626,1,0,2,1,2,1,6,0,2,474,Y,0,27,2008,154000
350,56,20431,2005,2006,1848,1848,880,2728,1,0,2,1,4,1,10,2,3,706,Y,0,0,2006,437154
351,68,7820,2007,2007,1869,1869,0,1869,0,0,2,0,2,1,6,1,2,617,Y,210,54,2007,318061
352,NA,5271,1986,1986,1453,1453,0,1453,1,0,1,1,2,1,6,1,2,445,Y,0,80,2006,190000
353,60,9084,1941,1950,616,616,495,1111,0,1,1,0,3,1,5,0,1,200,Y,48,0,2008,95000
354,60,8520,1928,2003,624,720,0,720,0,0,1,0,2,1,5,0,2,484,Y,106,0,2010,105900
355,60,8400,1940,2000,940,1192,403,1595,0,0,1,0,2,1,6,2,1,240,Y,0,0,2006,140000
356,105,11249,1995,1995,1200,1200,0,1200,1,0,2,0,3,1,6,0,2,521,Y,0,26,2007,177500
357,NA,9248,1992,1992,1158,1167,0,1167,1,0,2,0,3,1,6,0,2,400,Y,120,26,2009,173000
358,44,4224,1976,1976,1142,1142,0,1142,1,0,1,1,3,1,6,1,2,528,Y,536,90,2007,134000
359,92,6930,1958,1958,1062,1352,0,1352,0,1,1,0,3,1,6,0,1,288,Y,168,0,2006,130000
360,78,12011,1998,1998,1086,1086,838,1924,1,0,2,1,3,1,7,1,2,592,Y,208,75,2006,280000
361,NA,7540,1978,1978,888,912,0,912,1,0,1,0,2,1,5,1,2,470,Y,0,0,2007,156000
362,NA,9144,1940,1982,883,988,517,1505,1,0,1,0,3,1,8,0,1,240,N,0,0,2008,145000
363,64,7301,2003,2003,0,495,1427,1922,0,0,3,0,4,1,7,1,2,672,Y,0,0,2009,198500
364,21,1680,1972,2007,483,483,504,987,0,0,1,1,2,1,5,0,1,264,Y,250,0,2009,118000
365,NA,18800,1976,1976,796,790,784,1574,1,0,2,1,3,1,6,1,2,566,Y,306,111,2006,190000
366,59,10690,1920,1997,672,672,672,1344,0,0,1,0,3,1,6,0,1,468,Y,0,128,2009,147000
367,NA,9500,1963,1963,1394,1394,0,1394,1,0,1,1,3,1,6,2,2,514,Y,0,76,2009,159000
368,101,9150,1962,1962,1099,1431,0,1431,0,1,1,0,3,1,6,1,1,296,Y,64,110,2008,165000
369,78,7800,1954,1954,1268,1268,0,1268,0,0,1,0,2,1,7,1,1,244,Y,0,98,2010,132000
370,NA,9830,1959,2006,1063,1287,0,1287,1,0,1,0,3,1,7,1,2,576,Y,364,17,2010,162000
371,NA,8121,2000,2000,953,953,711,1664,0,0,2,1,3,1,7,1,2,460,Y,100,40,2006,172400
372,80,17120,1959,1959,0,1120,468,1588,0,0,2,0,4,1,7,1,2,680,N,0,59,2008,134432
373,50,7175,1984,1984,744,752,0,752,1,0,1,0,2,1,4,0,1,264,Y,353,0,2010,125000
374,79,10634,1953,1953,608,1319,0,1319,1,0,1,0,3,1,5,0,1,270,Y,66,0,2009,123000
375,65,8200,2003,2004,847,847,1081,1928,0,0,2,1,4,1,8,1,2,434,Y,100,48,2007,219500
376,NA,10020,1922,1950,683,904,0,904,1,0,0,1,1,1,4,0,0,0,Y,0,0,2009,61000
377,57,8846,1996,1996,870,914,0,914,0,0,1,0,2,1,5,0,2,576,Y,0,0,2006,148000
378,102,11143,2004,2005,1580,1580,886,2466,0,0,3,0,4,1,8,1,2,610,Y,159,214,2007,340000
379,88,11394,2010,2010,1856,1856,0,1856,1,0,1,1,1,1,8,1,3,834,Y,113,0,2010,394432
380,60,8123,2000,2000,982,1007,793,1800,0,0,2,1,3,1,7,1,2,463,Y,100,63,2009,179000
381,50,5000,1924,1950,1026,1026,665,1691,0,0,2,0,3,1,6,1,1,308,Y,0,0,2010,127000
382,60,7200,2006,2006,1293,1301,0,1301,1,0,2,0,2,1,5,1,2,572,Y,216,121,2006,187750
383,79,9245,2006,2006,939,939,858,1797,0,0,2,1,3,1,8,0,2,639,Y,144,53,2007,213500
384,60,9000,1928,1950,784,784,0,784,0,0,1,0,2,1,5,0,2,360,N,0,0,2009,76000
385,NA,53107,1992,1992,1580,1079,874,1953,1,0,2,1,3,1,9,2,2,501,Y,216,231,2007,240000
386,43,3182,2004,2005,1256,1269,0,1269,0,0,2,0,2,1,6,1,2,430,Y,146,20,2010,192000
387,58,8410,1910,1996,658,658,526,1184,0,0,1,0,5,1,8,0,0,0,N,0,151,2006,81000
388,72,7200,1976,1976,1041,1125,0,1125,1,0,1,0,3,1,6,1,1,352,Y,296,0,2009,125000
389,93,9382,1999,2000,1468,1479,0,1479,0,0,2,0,3,1,6,0,2,577,Y,120,25,2008,191000
390,96,12474,2007,2008,1682,1742,590,2332,1,0,2,1,3,1,9,1,3,846,Y,196,134,2008,426000
391,50,8405,1900,1950,861,961,406,1367,1,0,1,0,4,1,7,0,1,384,Y,0,130,2008,119000
392,71,12209,2001,2002,804,804,1157,1961,1,0,2,1,3,1,7,1,2,560,Y,125,192,2009,215000
393,NA,8339,1959,1959,0,882,0,882,0,0,1,0,3,1,5,0,1,294,Y,0,0,2007,106500
394,NA,7446,1941,1950,788,788,0,788,0,0,1,0,2,1,4,2,0,0,Y,0,0,2006,100000
395,60,10134,1940,1950,735,735,299,1034,0,0,1,0,2,1,5,0,1,240,Y,0,39,2007,109000
396,68,9571,1956,1956,1144,1144,0,1144,1,0,1,0,3,1,6,0,1,596,Y,44,0,2010,129000
397,60,7200,1972,1972,894,894,0,894,0,0,1,0,2,1,6,0,2,600,Y,215,0,2009,123000
398,69,7590,1962,1962,864,876,936,1812,0,0,2,0,4,1,8,1,1,264,Y,0,168,2007,169500
399,60,8967,1920,1950,961,1077,0,1077,0,0,1,0,2,1,6,0,1,338,N,0,0,2007,67000
400,65,8125,2006,2007,1092,1112,438,1550,1,0,2,0,2,1,7,0,2,438,Y,0,168,2009,241000
401,38,14963,1996,1996,1260,1288,0,1288,1,0,1,1,1,1,4,2,2,500,Y,120,30,2008,245500
402,65,8767,2005,2005,1310,1310,0,1310,0,0,2,0,3,1,6,1,2,400,Y,0,0,2006,164990
403,60,10200,1940,1997,672,672,0,672,0,0,1,0,2,1,4,0,1,240,N,168,0,2008,108000
404,93,12090,1998,1998,1141,1165,1098,2263,0,0,2,1,4,1,10,1,2,420,Y,144,123,2006,258000
405,NA,10364,1995,1996,806,806,766,1572,0,0,2,1,3,1,7,1,2,373,Y,0,40,2007,168000
406,NA,9991,1976,1993,1281,1620,0,1620,1,0,2,0,3,1,8,1,2,490,Y,120,78,2009,150000
407,51,10480,1936,1950,1064,1166,0,1639,0,0,1,0,3,1,6,0,1,240,Y,0,0,2008,115000
408,63,15576,1915,1976,840,840,840,1680,0,0,2,0,4,1,8,0,1,308,Y,0,0,2008,177000
409,109,14154,2006,2006,1063,1071,1101,2172,0,0,2,1,3,1,9,1,3,947,Y,192,62,2007,280000
410,85,10800,2007,2008,1034,1050,1028,2078,1,0,2,1,3,1,8,1,3,836,Y,0,102,2008,339750
411,68,9571,1958,1958,1276,1276,0,1276,0,0,1,0,3,1,5,0,1,350,Y,0,0,2009,60000
412,100,34650,1955,1955,1056,1056,0,1056,1,0,1,0,3,1,5,0,2,572,Y,264,0,2006,145000
413,NA,4403,2009,2009,1470,1478,0,1478,1,0,2,1,2,1,7,1,2,484,Y,0,144,2010,222000
414,56,8960,1927,1950,1008,1028,0,1028,0,0,1,0,2,1,5,1,2,360,Y,0,0,2010,115000
415,59,11228,1993,1993,1080,1080,1017,2097,0,1,2,1,3,1,9,1,3,678,Y,196,187,2008,228000
416,73,8899,2007,2007,1340,1340,0,1340,0,0,2,0,3,1,6,0,2,396,Y,100,30,2007,181134
417,74,7844,1978,1978,672,672,728,1400,0,0,1,1,3,1,6,1,2,440,Y,0,0,2006,149500
418,86,22420,1918,1950,1370,1370,1254,2624,1,0,2,1,4,1,10,1,3,864,N,0,0,2007,239000
419,60,8160,1940,1950,756,756,378,1134,1,0,1,1,3,1,7,0,1,240,P,0,0,2007,126000
420,65,8450,1968,1968,1056,1056,0,1056,1,0,1,0,3,1,6,1,1,304,Y,0,85,2010,142000
421,78,7060,1997,1998,1344,1344,0,1344,2,0,2,0,2,2,8,0,4,784,Y,0,0,2008,206300
422,NA,16635,1977,2000,1602,1602,0,1602,0,1,2,0,3,1,8,1,2,529,Y,240,0,2009,215000
423,100,21750,1954,1954,988,988,0,988,0,0,1,0,2,1,4,0,2,520,N,0,0,2008,113000
424,80,9200,1998,1998,1470,1470,1160,2630,1,0,2,1,4,1,8,1,3,696,Y,0,66,2008,315000
425,72,9000,1956,1956,1196,1196,0,1196,1,0,1,0,2,1,6,1,1,297,Y,0,44,2008,139000
426,60,3378,1946,1992,651,707,682,1389,0,0,1,1,3,1,6,2,1,240,P,0,0,2009,135000
427,NA,12800,1989,1989,1518,1644,0,1644,1,1,2,0,2,1,5,1,2,569,Y,80,0,2009,275000
428,77,8593,1957,1957,907,907,0,907,0,0,1,0,3,1,5,0,1,352,Y,0,0,2008,109008
429,64,6762,2007,2007,1208,1208,0,1208,1,0,2,0,2,1,6,0,2,628,Y,105,54,2007,195400
430,130,11457,1988,1988,1392,1412,0,1412,1,0,2,0,3,1,6,1,2,576,Y,0,0,2009,175000
431,21,1680,1971,1971,483,483,504,987,0,0,1,1,2,1,4,0,1,264,Y,0,0,2008,85400
432,60,5586,1920,1998,901,1088,110,1198,0,0,1,0,4,1,7,0,0,0,N,0,98,2008,79900
433,24,1920,1971,1971,765,765,600,1365,1,0,1,1,2,1,6,0,2,440,Y,240,36,2007,122500
434,100,10839,1997,1998,926,926,678,1604,0,0,2,1,3,1,7,1,2,470,Y,0,36,2008,181000
435,21,1890,1972,1972,630,630,0,630,1,0,1,0,1,1,3,0,0,0,Y,88,0,2008,81000
436,43,10667,1996,1996,799,827,834,1661,1,0,2,1,3,1,6,1,2,550,Y,158,61,2009,212000
437,40,4400,1920,1950,648,734,384,1118,0,0,1,0,2,1,6,0,2,440,Y,0,0,2006,116000
438,50,6000,1926,2004,884,904,0,904,0,0,1,0,2,1,4,0,1,180,Y,0,0,2009,119000
439,40,4280,1913,2002,440,694,0,694,0,0,1,0,2,1,4,1,1,352,P,0,0,2007,90350
440,67,12354,1920,2000,684,684,512,1196,0,0,1,0,3,1,7,0,2,528,Y,0,46,2009,110000
441,105,15431,2008,2008,3094,2402,0,2402,1,0,2,0,2,1,10,2,3,672,Y,0,72,2009,555000
442,92,12108,1955,1955,1440,1440,0,1440,0,0,2,0,4,2,8,0,0,0,Y,0,0,2008,118000
443,52,6240,1930,1992,1078,1128,445,1573,0,0,2,0,3,1,8,1,2,360,P,0,0,2008,162900
444,53,3922,2006,2007,1258,1258,0,1258,0,0,2,0,2,1,6,1,3,648,Y,144,16,2007,172500
445,70,8750,1994,1995,915,933,975,1908,1,0,2,1,4,1,8,1,2,493,Y,144,133,2008,210000
446,73,9855,1956,1956,1436,1689,0,1689,0,0,1,0,3,1,7,1,2,480,Y,0,0,2009,127500
447,137,16492,1966,2002,1517,1888,0,1888,0,0,2,1,2,1,6,1,2,578,Y,0,0,2010,190000
448,NA,11214,1998,1999,930,956,930,1886,0,0,2,1,4,1,10,1,2,431,Y,89,0,2006,199900
449,50,8600,1937,1950,780,780,596,1376,0,0,2,0,3,1,7,1,1,198,N,0,0,2006,119500
450,50,6000,1948,2002,649,679,504,1183,0,0,1,1,2,1,6,0,1,308,Y,0,176,2007,120000
451,70,5684,1930,2005,813,813,0,813,0,0,1,0,2,1,5,0,1,270,N,0,113,2006,110000
452,62,70761,1975,1975,1533,1533,0,1533,1,0,2,0,2,1,5,2,2,576,Y,200,54,2006,280000
453,NA,9303,1996,1997,872,888,868,1756,1,0,2,1,3,1,7,0,2,422,Y,144,122,2007,204000
454,75,9000,2008,2008,768,786,804,1590,0,0,2,1,3,1,6,0,2,676,Y,0,30,2009,210000
455,63,9297,1976,1976,1728,1728,0,1728,2,0,2,0,4,2,8,0,2,560,Y,0,0,2006,188000
456,80,9600,1973,1973,1242,1242,0,1242,0,0,1,1,3,1,6,1,2,528,Y,0,0,2007,175500
457,34,4571,1916,1950,624,624,720,1344,0,0,1,0,4,1,7,0,3,513,Y,0,0,2008,98000
458,NA,53227,1954,1994,1364,1663,0,1663,1,0,1,0,2,1,6,2,2,529,Y,224,137,2008,256000
459,NA,5100,1925,1996,588,833,833,1666,0,0,1,0,3,1,7,1,1,228,Y,192,63,2008,161000
460,NA,7015,1950,1950,709,979,224,1203,1,0,1,0,3,1,5,1,1,352,Y,0,0,2009,110000
461,75,8004,2009,2009,832,832,1103,1935,1,0,2,1,3,1,8,0,2,552,Y,0,150,2009,263435
462,60,7200,1936,2007,560,575,560,1135,1,0,1,0,3,1,6,0,2,576,Y,256,0,2009,155000
463,60,8281,1965,1965,864,864,0,864,0,0,1,0,3,1,5,1,1,360,Y,0,0,2009,62383
464,74,11988,1934,1995,715,849,811,1660,0,0,1,1,3,1,6,1,1,240,Y,0,0,2008,188700
465,60,8430,1978,1978,1040,1040,0,1040,0,0,2,0,3,1,5,0,0,0,Y,0,0,2009,124000
466,NA,3072,2004,2004,1375,1414,0,1414,0,0,2,0,2,1,6,1,2,398,Y,144,20,2006,178740
467,85,10628,1970,1970,1277,1277,0,1277,1,0,1,0,2,1,5,1,2,526,Y,0,0,2007,167000
468,79,9480,1942,1995,728,888,756,1644,0,0,1,1,3,1,7,2,1,312,Y,168,0,2007,146500
469,98,11428,2006,2006,1626,1634,0,1634,0,0,2,0,3,1,7,1,3,866,Y,0,44,2007,250000
470,76,9291,1993,1993,832,832,878,1710,0,0,2,1,3,1,7,0,2,506,Y,144,70,2008,187000
471,NA,6820,1985,1985,1488,1502,0,1502,1,0,1,1,1,1,4,0,2,528,Y,0,54,2010,212000
472,92,11952,1977,1977,808,1161,808,1969,0,0,2,1,3,1,8,1,2,534,Y,0,0,2007,190000
473,35,3675,2005,2005,547,1072,0,1072,1,0,1,0,2,1,5,0,2,525,Y,0,28,2008,148000
474,110,14977,2006,2007,1976,1976,0,1976,1,0,2,0,2,1,7,1,3,908,Y,250,63,2007,440000
475,41,5330,2000,2000,1494,1652,0,1652,1,0,2,0,2,1,6,0,2,499,Y,96,48,2007,251000
476,80,8480,1963,1963,970,970,0,970,1,0,1,0,2,1,5,0,2,624,Y,0,24,2007,132500
477,75,13125,1997,1998,1478,1493,0,1493,1,0,2,0,3,1,7,1,2,508,Y,140,39,2008,208900
478,105,13693,2006,2006,2153,2069,574,2643,0,0,2,1,3,1,9,1,3,694,Y,414,84,2007,380000
479,79,10637,2007,2008,1705,1718,0,1718,1,0,2,0,3,1,7,1,3,826,Y,208,44,2009,297000
480,50,5925,1937,2000,907,1131,0,1131,0,0,1,0,2,1,7,0,2,672,Y,0,72,2007,89471
481,98,16033,2004,2005,1833,1850,0,1850,1,0,2,0,3,1,8,1,3,772,Y,519,112,2006,326000
482,72,11846,2003,2004,1792,1792,0,1792,1,0,2,0,2,1,6,1,3,874,Y,206,49,2006,374000
483,50,2500,1915,2005,910,916,910,1826,1,0,1,1,4,1,7,1,1,164,Y,0,0,2009,155000
484,32,4500,1998,1998,1216,1216,0,1216,1,0,2,0,2,1,5,0,2,402,Y,0,125,2006,164000
485,NA,7758,1962,2001,999,999,0,999,1,0,1,0,3,1,6,0,1,264,Y,0,132,2007,132500
486,80,9600,1950,2007,1113,1113,0,1113,0,0,1,0,3,1,5,1,1,264,Y,0,80,2009,147000
487,79,10289,1965,1965,1073,1073,0,1073,1,0,1,1,3,1,6,0,2,515,Y,0,0,2007,156000
488,70,12243,1971,1971,1484,1484,0,1484,0,0,2,0,3,1,7,1,2,487,Y,224,0,2007,175000
